종목명,종목코드,현재가,전일대비,등락률(%),거래량,거래대금,외국인보유율(%),시가총액
삼성전자,005930,253000,4500,1.81,11263348,2833332000000,46.56,1479108487000000
SK하이닉스,000660,1748000,58000,3.43,2742465,4744970000000,50.2,1276900654000000
삼성전자우,005935,193900,6800,3.63,3522633,680973000000,75.66,155579776000000
SK스퀘어,402340,1014000,14000,1.4,331782,333501000000,46.53,133770933000000
삼성전기,009150,1369000,52000,3.95,422460,571902000000,37.58,102255669000000
LG에너지솔루션,373220,367000,1500,0.41,297867,109970000000,5.52,85878000000000
현대차,005380,362000,-5000,-1.36,475653,171861000000,24.44,74122311000000
삼성바이오로직스,207940,1401000,-11000,-0.78,33281,46674000000,13.2,64853622000000
KB금융,105560,176500,700,0.4,989914,173976000000,79.06,62602385000000
삼성물산,028260,352000,5000,1.44,233236,81749000000,30.69,57082988000000
삼성생명,032830,283500,-2000,-0.7,257282,73116000000,23.16,56700000000000
한화에어로스페이스,012450,1052000,-11000,-1.03,96952,102201000000,45.52,54244697000000
두산에너빌리티,034020,83900,-2300,-2.67,2084649,175746000000,23.37,53743080000000
신한지주,055550,112000,-200,-0.18,780169,87175000000,61.86,52578426000000
기아,000270,120800,-1000,-0.82,522464,63147000000,39.26,47161890000000
HD현대중공업,329180,442500,-11000,-2.43,149876,66775000000,13.68,46445342000000
삼성SDI,006400,542000,-5000,-0.91,299622,163351000000,25.77,43677357000000
셀트리온,068270,177100,-400,-0.23,255688,45358000000,25.38,41196501000000
SK,034730,550000,0,0,97334,53209000000,30.34,39876486000000
하나금융지주,086790,136800,-800,-0.58,569002,77741000000,68.96,37068683000000
현대모비스,012330,383000,-11500,-2.92,294490,112889000000,38.11,34401284000000
LG전자,066570,199600,-2400,-1.19,378959,75411000000,29.64,32511773000000
NAVER,035420,201500,-4500,-2.18,517586,104347000000,36.07,30647015000000
LS ELECTRIC,010120,198400,3700,1.9,395954,78260000000,18.66,29760000000000
삼성화재,000810,656000,-5000,-0.76,61680,40638000000,57.66,29288742000000
우리금융지주,316140,36200,-150,-0.41,2175611,78441000000,50.2,26671673000000
효성중공업,298040,2788000,99000,3.68,38793,107893000000,26.96,25996839000000
POSCO홀딩스,005490,326500,-5500,-1.66,154586,50644000000,32.47,25872358000000
HD현대일렉트릭,267260,706000,6000,0.86,96230,68066000000,34.39,25449277000000
한화오션,042660,81700,-700,-0.85,462485,37783000000,10.23,25033974000000
고려아연,010130,1136000,-2000,-0.18,10982,12420000000,27.57,23711692000000
HD한국조선해양,009540,332500,-6500,-1.92,162877,54344000000,33.27,23532061000000
SK이노베이션,096770,136500,-5200,-3.67,503392,69689000000,15.77,23075705000000
두산,000150,1387000,98000,7.6,84444,114344000000,19.67,22460849000000
한미반도체,042700,224500,2000,0.9,483804,106874000000,7.1,21397588000000
메리츠금융지주,138040,125200,-1300,-1.03,188587,23621000000,14.3,20951878000000
한국전력,015760,31000,-350,-1.12,1060673,32886000000,20.91,19900886000000
HMM,011200,20350,-300,-1.45,736788,15054000000,8.67,19194892000000
LG화학,051910,271000,-500,-0.18,170070,46454000000,36.71,19130524000000
SK텔레콤,017670,88000,0,0,580679,50874000000,34.54,18901524000000
삼성중공업,010140,20350,-350,-1.69,2267915,46117000000,28.51,17908000000000
알테오젠,196170,256000,-4000,-1.54,311854,79190078000,15.29,17831714000000
KT&G,033780,171400,600,0.35,130041,22281000000,51.07,17793112000000
미래에셋증권,006800,31850,-200,-0.62,688159,21848000000,11.58,17295220000000
HD현대,267250,218000,-7000,-3.11,142672,31193000000,26.8,17220492000000
LG,003550,112700,-1600,-1.4,320984,36125000000,36.67,17039338000000
삼성에스디에스,018260,217500,-3000,-1.36,108615,23531000000,18.97,16829671000000
포스코퓨처엠,003670,188300,-1000,-0.53,289277,54689000000,9.58,16748573000000
S-Oil,010950,143700,-5000,-3.36,263692,38478000000,79.38,16178147000000
기업은행,024110,20250,-100,-0.49,792246,16028000000,13.67,16147873000000
현대글로비스,086280,200000,-4500,-2.2,178100,35851000000,46.63,15000000000000
카카오,035720,33600,-900,-2.61,1563699,52738000000,29.05,14884796000000
LIG디펜스앤에어로스페이스,079550,665000,-6000,-0.89,36105,24073000000,27.11,14630000000000
현대건설,000720,123200,-4900,-3.83,447215,55726000000,25.22,13719030000000
KT,030200,53000,0,0,98825,5231000000,49,13357149000000
에이피알,278470,351000,-10500,-2.9,261708,92079000000,37.87,13140792000000
한화시스템,272210,69000,-700,-1,243686,16843000000,10.49,13035437000000
현대로템,064350,119200,-2200,-1.81,244970,29291000000,39.36,13009761000000
한국항공우주,047810,125700,-3300,-2.56,216960,27407000000,23.87,12252620000000
DB손해보험,005830,186200,-2500,-1.32,151251,28430000000,43.38,12196164000000
LG이노텍,011070,512000,6000,1.19,84808,43265000000,26.77,12117558000000
에코프로,086520,82100,-2300,-2.73,389898,32151403000,18.95,11147222000000
대한항공,003490,29100,-250,-0.85,1287192,37138000000,25.81,10715219000000
HD현대마린솔루션,443060,235500,3500,1.51,94785,22283000000,30.38,10558279000000
한국금융지주,071050,186800,-4400,-2.3,161000,30078000000,37.9,10409615000000
GS,078930,111400,-3700,-3.21,432722,48442000000,19.84,10348558000000
에코프로비엠,247540,104100,-2900,-2.71,252287,26297346000,14.93,10184148000000
카카오뱅크,323410,20850,-300,-1.42,591512,12367000000,17.61,9947961000000
현대오토에버,307950,362500,-7500,-2.03,30645,11103000000,2.29,9941193000000
삼성E&A,028050,50400,-400,-0.79,987490,49823000000,38.71,9878400000000
포스코인터내셔널,047050,55100,200,0.36,695376,39294000000,6.72,9693345000000
삼양식품,003230,1260000,-17000,-1.33,33394,42146000000,18.59,9491598000000
LS,006260,302000,-1500,-0.49,79946,24248000000,16.83,9422400000000
NH투자증권,005940,25450,-400,-1.55,264615,6757000000,13.55,9396295000000
크래프톤,259960,204000,-6500,-3.09,47675,9762000000,43.55,9332580000000
주성엔지니어링,036930,199600,6800,3.53,1069936,209440324000,8.74,9277631000000
한진칼,180640,136200,-1900,-1.38,41703,5739000000,18.95,9093021000000
아모레퍼시픽,090430,144500,500,0.35,138455,20024000000,26.56,8452203000000
레인보우로보틱스,277810,424000,-9500,-2.19,51647,21985342000,5.73,8225539000000
삼성에피스홀딩스,0126Z0,328500,-4500,-1.35,22853,7494000000,5.28,8174081000000
이수페타시스,007660,107100,2500,2.39,197930,20971000000,16.07,7862127000000
대우건설,047040,18630,-500,-2.61,3885374,72619000000,10.64,7655209000000
삼성증권,016360,85700,-1200,-1.38,172588,14754000000,26.79,7653010000000
코웨이,021240,107300,5800,5.71,234879,25192000000,54.34,7593344000000
가온전선,000500,246000,6000,2.5,231243,57502000000,1.84,7325291000000
하이브,352820,169900,-3200,-1.85,115434,19726000000,18.79,7323851000000
한화,000880,137300,200,0.15,89477,12397000000,21.46,7322057000000
한국타이어앤테크놀로지,161390,57800,-800,-1.37,228422,13182000000,39.47,7159978000000
키움증권,039490,267000,-1500,-0.56,37927,10136000000,29.93,7002960000000
LG씨엔에스,064400,69900,-1100,-1.55,346648,24257000000,5.57,6772327000000
한화솔루션,009830,28550,0,0,856637,24474000000,13.1,6420681000000
한미약품,128940,499500,3000,0.6,150651,76082000000,13.36,6399090000000
HD건설기계,267270,133800,-700,-0.52,146418,19645000000,16.28,6355150000000
LG유플러스,032640,14670,-180,-1.21,775740,11397000000,41.25,6226354000000
SK바이오팜,326030,78700,600,0.77,77265,6022000000,12.08,6163252000000
JB금융지주,175330,32750,550,1.71,587338,19229000000,33.87,6108589000000
현대차2우B,005387,171900,-1800,-1.04,137608,23624000000,53.97,6010299000000
산일전기,062040,194800,7300,3.89,279092,54241000000,16.46,5969227000000
원익IPS,240810,117400,9000,8.3,1029896,118097863000,14.79,5762449000000
두산밥캣,241560,59700,-300,-0.5,79080,4713000000,39.28,5722607000000
이오테크닉스,039030,464000,17500,3.92,84506,38632361000,25.02,5716271000000
유한양행,000100,77400,-1900,-2.4,149949,11669000000,21.45,5697861000000
카카오페이,377300,40650,-5100,-11.15,841352,34582000000,28.09,5499970000000
DB하이텍,000990,126100,9400,8.05,894748,108463000000,24.58,5485928000000
대한전선,001440,27900,0,0,869245,24349000000,11.54,5468193000000
한전기술,052690,135600,-8200,-5.7,659283,91268000000,11.97,5182632000000
삼성카드,029780,44450,-800,-1.77,79602,3554000000,5.18,5149927000000
한화생명,088350,5860,-110,-1.84,1774109,10402000000,8.91,5089585000000
리노공업,058470,65800,1500,2.33,396115,25630240000,29.57,5014739000000
대덕전자,353200,100800,4100,4.24,548397,54366000000,18.07,4981226000000
BNK금융지주,138930,16110,70,0.44,694185,11204000000,37.56,4943188000000
심텍,222800,129000,3500,2.79,390710,49800389000,11.1,4898675000000
맥쿼리인프라,088980,9740,-40,-0.41,574073,5607000000,8.24,4664700000000
현대제철,004020,34800,-350,-1,760708,26524000000,14.98,4643913000000
엘앤에프,066970,111300,-3400,-2.96,387943,43501000000,16.99,4528202000000
로보티즈,108490,308000,-16500,-5.08,306866,95621083000,7.26,4517444000000
LG생활건강,051900,299500,-2500,-0.83,60353,18088000000,31.79,4485169000000
두산로보틱스,454910,68000,-1500,-2.16,173504,11810000000,5.21,4407758000000
오리온,271560,111500,-4500,-3.88,236911,26665000000,39.25,4407459000000
HPSP,403870,53000,1100,2.12,1029546,54167180000,32.81,4361900000000
NC,036570,200500,-3500,-1.72,67485,13613000000,38.98,4319576000000
SKC,011790,85600,-1700,-1.95,77899,6713000000,10.6,4245614000000
LG디스플레이,034220,8480,-130,-1.51,2148108,18215000000,26.66,4240000000000
HLB,028300,31700,-750,-2.31,345824,10931918000,17.16,4222383000000
현대해상,001450,48250,-950,-1.93,222902,10827000000,39.04,4113228000000
KCC,002380,467000,-3000,-0.64,21031,9816000000,20.67,4012882000000
현대차우,005385,171900,-3600,-2.05,85061,14664000000,56.26,4012311000000
한화엔진,082740,48050,250,0.52,373460,17889000000,14.63,4009635000000
ISC,095340,188900,7300,4.02,110065,20538504000,28.43,4004124000000
CJ,001040,130300,-1200,-0.91,78412,10238000000,18.2,3801762000000
OCI홀딩스,010060,200500,-3000,-1.47,112903,22745000000,16.38,3743381000000
피에스케이,319660,127500,9200,7.78,271670,33597954000,21.58,3693256000000
삼천당제약,000250,155900,-1600,-1.02,37678,5839699000,4.45,3657019000000
피에스케이홀딩스,031980,166800,-100,-0.06,156745,25482281000,6.43,3596607000000
한국콜마,161890,150000,5500,3.81,260671,38661000000,40.08,3540761000000
한미사이언스,008930,50700,-900,-1.74,153370,7777000000,1.31,3467451000000
한온시스템,018880,3345,-25,-0.74,1794769,6024000000,6.53,3432848000000
신세계,004170,361500,-6500,-1.77,81891,29926000000,30.02,3414432000000
펩트론,087010,146200,-4600,-3.05,100513,14575222000,4.85,3408996000000
파마리서치,214450,328000,-9000,-2.67,109177,35803139000,11.91,3407804000000
롯데쇼핑,023530,119300,4000,3.47,220668,26380000000,13.75,3374848000000
DL이앤씨,375500,87200,-2200,-2.46,561223,49910000000,23.77,3374083000000
두산퓨얼셀,336260,51400,-200,-0.39,835335,42391000000,14.09,3366377000000
일진전기,103590,70000,1600,2.34,267576,18853000000,10.07,3337977000000
한국가스공사,036460,36050,-850,-2.3,146647,5257000000,13.45,3327883000000
에이비엘바이오,298380,57700,-1600,-2.7,805690,45100428000,13.6,3230476000000
포스코DX,022100,21200,-450,-2.08,196628,4193000000,3.08,3223136000000
영원무역,111770,72300,400,0.56,37981,2741000000,29.34,3203719000000
코스맥스,192820,280500,7500,2.75,80523,22630000000,35.32,3183537000000
에스원,012750,82900,-1300,-1.54,45232,3756000000,55.84,3150131000000
GS건설,006360,36650,-1150,-3.04,838913,31006000000,20.08,3136561000000
유진테크,084370,137200,8300,6.44,133610,17763368000,36.3,3144080000000
강원랜드,035250,14560,-170,-1.15,212969,3102000000,9.22,3114973000000
팬오션,028670,5800,120,2.11,1931834,11224000000,17.24,3100503000000
금호석유화학,011780,121100,-1500,-1.22,72395,8857000000,28.55,3046552000000
리가켐바이오,141080,82200,-1500,-1.79,238818,19394381000,13.27,3042996000000
티씨케이,064760,268000,8500,3.28,54225,14225950000,65.2,2996083000000
파두,440110,59300,-2200,-3.58,352800,20653079000,25.39,2971583000000
서울보증보험,031210,42350,-600,-1.4,24998,1063000000,7.05,2956944000000
iM금융지주,139130,18330,30,0.16,285264,5231000000,45.13,2902801000000
휴젤,145020,229500,-6000,-2.55,27716,6354798000,58.35,2872232000000
현대엘리베이터,017800,72900,-200,-0.27,66932,4866000000,22.1,2849834000000
SK바이오사이언스,302440,36200,-550,-1.5,53973,1953000000,6.07,2840127000000
넷마블,251270,34050,-1100,-3.13,120985,4149000000,27.24,2831544000000
실리콘투,257720,42750,-900,-2.06,594752,25922923000,11.95,2803384000000
롯데케미칼,011170,64300,-100,-0.16,343352,22677000000,20.43,2750459000000
DN오토모티브,007340,46050,450,0.99,52015,2371000000,5.88,2694425000000
티에스이,131290,243000,1500,0.62,80735,19372440000,9.61,2687927000000
코리안리,003690,15160,140,0.93,229052,3469000000,26.37,2679090000000
CJ제일제당,097950,176900,-1300,-0.73,40236,7144000000,11.72,2663085000000
효성,004800,158500,4800,3.12,17278,2722000000,21.53,2653354000000
테스,095610,135700,6000,4.63,167383,22044485000,6.65,2627152000000
미래에셋생명,085620,19350,70,0.36,39157,754000000,0.66,2615733000000
보로노이,310210,140500,-1000,-0.71,86915,12065740000,6.28,2602558000000
솔브레인,357780,331000,6000,1.85,14014,4600976000,30.92,2574705000000
F&F,383220,66800,-500,-0.74,26798,1794000000,12.93,2558912000000
동서,026960,25450,0,0,37933,962000000,3.74,2537365000000
올릭스,226950,110500,2200,2.03,254252,27294097000,9.5,2513934000000
에코프로머티,450080,35400,-600,-1.67,147185,5226000000,13.96,2506810000000
대한광통신,010170,16040,1900,13.44,43258631,675879821000,1.95,2493989000000
롯데지주,004990,25000,50,0.2,147866,3704000000,9.94,2491594000000
한올바이오파마,009420,47600,-1000,-2.06,184984,8799000000,4.45,2486654000000
제주반도체,080220,71100,2300,3.34,522407,36486555000,0,2448885000000
BGF리테일,282330,141500,-300,-0.21,27694,3921000000,40.09,2445672000000
농심,004370,398000,-10500,-2.57,19438,7767000000,25.21,2420891000000
현대지에프홀딩스,005440,13100,-460,-3.39,432754,5709000000,9.69,2402503000000
현대무벡스,319400,21200,-250,-1.17,322678,6818567000,1.84,2361172000000
신영증권,001720,143000,-3200,-2.19,4915,705000000,6.16,2350920000000
에스엘,005850,50100,-600,-1.18,56939,2846000000,15.95,2327070000000
한국앤컴퍼니,000240,24200,0,0,47070,1132000000,8.84,2297432000000
하나마이크론,067310,34600,1050,3.13,604440,20633254000,17.48,2300584000000
한솔케미칼,014680,211500,8500,4.19,69763,14711000000,43.55,2282938000000
HL만도,204320,48450,-150,-0.31,223000,10784000000,18.39,2275072000000
서진시스템,178320,35400,-200,-0.56,669197,23964249000,14.1,2255811000000
한화비전,489790,44650,200,0.45,70335,3114000000,24.15,2254306000000
케이뱅크,279570,5550,-70,-1.25,360772,2008000000,1.73,2251608000000
우리기술,032820,12900,-310,-2.35,2942767,38093399000,5.12,2228921000000
SK가스,018670,239500,-500,-0.21,4330,1037000000,5.62,2219983000000
메지온,140410,72100,-1000,-1.37,57048,4106266000,23.86,2207822000000
케어젠,214370,41100,-250,-0.6,43679,1788489000,4.7,2207686000000
씨에스윈드,112610,52300,-700,-1.32,220194,11554000000,16.81,2205564000000
펄어비스,263750,34600,-1100,-3.08,195010,6776863000,5.02,2174399000000
에스피지,058610,98000,-4800,-4.67,344049,33825125000,5.62,2173381000000
영원무역홀딩스,009970,166600,-1900,-1.13,5106,849000000,23.28,2158105000000
풍산,103140,76600,500,0.66,60684,4641000000,12.53,2146659000000
현대백화점,069960,98200,0,0,144453,14231000000,25.93,2117674000000
디앤디파마텍,347850,46050,-600,-1.29,334419,15197545000,10.23,2110821000000
한전KPS,051600,46650,-950,-2,98811,4624000000,8.43,2099250000000
미스토홀딩스,081660,39300,200,0.51,72708,2847000000,40.48,2086509000000
클래시스,214150,31900,300,0.95,127514,4064288000,68.3,2081017000000
동진쎄미켐,005290,40500,800,2.02,135775,5415915000,12.63,2064290000000
롯데에너지머티리얼즈,020150,38900,-1200,-2.99,156171,6101000000,7.75,2037016000000
이마트,139480,73300,-900,-1.21,98966,7307000000,23.54,2022773000000
금호타이어,073240,7050,-30,-0.42,726297,5125000000,11.7,2025185000000
제일기획,030000,17590,-1200,-6.39,1223460,21747000000,18.73,2023575000000
아모레퍼시픽홀딩스,002790,26350,50,0.19,71380,1875000000,14.63,2014673000000
GS리테일,007070,24000,-450,-1.84,139730,3366000000,14.05,2006577000000
달바글로벌,483650,159500,-3600,-2.21,140490,22428000000,43.29,1997883000000
에스엠,041510,87000,-500,-0.57,111063,9750004000,31.62,1991838000000
비에이치아이,083650,63300,-1900,-2.91,318545,20129131000,8.13,1958778000000
원익홀딩스,030530,25100,50,0.2,2569325,64535992000,5.23,1938673000000
이수스페셜티케미컬,457190,64100,-900,-1.38,63407,4078000000,5.08,1937029000000
에스티팜,237690,90000,500,0.56,56729,5068116000,12.77,1878897000000
고영,098460,27150,-350,-1.27,420143,11335682000,29.38,1851744000000
시프트업,462870,31450,-700,-2.18,23631,747000000,36.93,1847432000000
파크시스템스,140860,252500,-2000,-0.79,9162,2299867000,40.05,1768123000000
두산우,000155,438000,8500,1.98,10717,4768000000,10.52,1750450000000
롯데렌탈,089860,48000,-400,-0.83,83558,3983000000,6.1,1742850000000
NHN,181710,53100,-2300,-4.15,184661,9875000000,13.64,1739191000000
대한조선,439260,45500,-500,-1.09,23179,1057000000,2.14,1733037000000
셀트리온제약,068760,38850,-400,-1.02,40488,1577898000,4.81,1725030000000
다우기술,023590,39700,-450,-1.12,35916,1425000000,27.46,1718506000000
LS에코에너지,229640,55800,5950,11.94,997999,58333000000,6.66,1708868000000
테크윙,089030,45400,1300,2.95,389155,17371465000,19.4,1682235000000
LS마린솔루션,060370,32000,-450,-1.39,123791,4022273000,2.6,1671643000000
SK이터닉스,475150,48850,-1050,-2.1,587207,28821000000,3.02,1664173000000
HD현대마린엔진,071970,48850,-900,-1.81,162211,7939000000,12.58,1657065000000
CJ대한통운,000120,71300,-400,-0.56,45502,3236000000,15.47,1626520000000
코오롱인더,120110,53800,100,0.19,74028,4005000000,17.64,1611096000000
아시아나항공,020560,7820,-60,-0.76,69324,538000000,3.85,1610847000000
네이처셀,007390,24950,100,0.4,104958,2601822000,7.31,1607654000000
LX인터내셔널,001120,41350,1550,3.89,228909,9475000000,25.9,1602726000000
동원산업,006040,36100,-550,-1.5,19708,715000000,4.77,1593483000000
호텔신라,008770,40600,-200,-0.49,172885,7017000000,19.69,1593473000000
후성,093370,14700,-80,-0.54,4871279,71552000000,10.49,1576653000000
HDC,012630,26350,-1600,-5.72,99015,2659000000,24.98,1574194000000
SK리츠,395400,5210,-70,-1.33,241847,1255000000,8.32,1568301000000
IPARK현대산업개발,294870,23750,-750,-3.06,161668,3919000000,17.75,1565299000000
삼현,437730,49200,-3500,-6.64,630109,31495173000,1.59,1560012000000
세아베스틸지주,001430,43100,-150,-0.35,140000,6013000000,7.08,1545657000000
씨젠,096530,32300,50,0.16,121404,3921463000,21.35,1509521000000
두산테스나,131970,77900,3500,4.7,313698,23786636000,9.74,1505591000000
현대위아,011210,54700,-1200,-2.15,49467,2720000000,19.39,1487571000000
삼화콘덴서,001820,142800,300,0.21,661531,94913000000,5.72,1484406000000
오리온홀딩스,001800,24450,0,0,43460,1058000000,9.98,1470830000000
에임드바이오,0009K0,22500,-100,-0.44,52834,1175646000,2.72,1462334000000
SFA반도체,036540,8870,270,3.14,8146415,71008847000,7.61,1458762000000
코스메카코리아,241710,136300,9700,7.66,143078,19202620000,24.33,1455684000000
녹십자,006280,122600,-2300,-1.84,17268,2115000000,23.76,1432769000000
코미코,183300,27750,1800,6.94,332191,8956133000,26.7,1425330000000
삼성전기우,009155,486500,6500,1.35,15749,7624000000,27.07,1414247000000
효성티앤씨,298020,323500,-1500,-0.46,11159,3602000000,21.07,1400005000000
RFHIC,218410,52100,2750,5.57,1006805,52832927000,22.43,1384580000000
케이씨텍,281820,70000,1100,1.6,133214,9157000000,14.8,1385906000000
JYP Ent.,035900,38800,-350,-0.89,103663,4024338000,13.57,1378660000000
코스모신소재,005070,41350,100,0.24,134637,5650000000,6.08,1373422000000
태성,323280,44650,250,0.56,139659,6218720000,5.73,1363520000000
대주전자재료,078600,86700,100,0.12,93893,8158487000,13.79,1361548000000
브이엠,089970,51600,2700,5.52,505254,25409220000,14.52,1358461000000
성호전자,043260,18510,1700,10.11,4943544,90120912000,1.92,1359255000000
HJ중공업,097230,14970,-200,-1.32,182919,2746000000,5.76,1351721000000
HD현대에너지솔루션,322000,120500,-2900,-2.35,161525,19514000000,6.45,1349600000000
코오롱티슈진,950160,15890,-200,-1.24,406660,6464229000,3.68,1350175000000
미래에셋증권2우B,00680K,10490,70,0.67,146158,1520000000,23.86,1335074000000
오스코텍,039200,34500,-100,-0.29,42958,1473476000,12.37,1319907000000
기가비스,420770,103500,4800,4.86,122833,12584906000,7.31,1311940000000
SK아이이테크놀로지,361610,15800,-750,-4.53,280352,4482000000,6.03,1292236000000
오뚜기,007310,321500,-2000,-0.62,2241,718000000,11.13,1288517000000
KB발해인프라,415640,10450,-150,-1.42,110324,1151000000,2.03,1280600000000
대신증권,003540,26800,-200,-0.74,46363,1240000000,9.78,1277452000000
대웅제약,069620,108700,-1100,-1,16633,1806000000,14.82,1259460000000
SK네트웍스,001740,6260,-40,-0.63,352002,2213000000,17.42,1255717000000
하림지주,003380,11210,-30,-0.27,267825,2988283000,7.77,1255583000000
비츠로셀,082920,27800,1100,4.12,209058,5792659000,28.46,1254877000000
제이앤티씨,204270,21550,250,1.17,524988,11054688000,2.84,1246634000000
삼성화재우,000815,410000,-2000,-0.49,5964,2436000000,34.47,1232878000000
엘앤씨바이오,290650,45500,-1650,-3.5,110220,5019109000,24.11,1227121000000
코리아써키트,007810,50500,1000,2.02,121654,6033000000,6.52,1211122000000
더블유게임즈,192080,57100,-900,-1.55,32912,1895000000,21.17,1209005000000
롯데웰푸드,280360,130900,-5500,-4.03,30045,3937000000,13.7,1204878000000
LG전자우,066575,68600,-200,-0.29,40207,2741000000,44.92,1178637000000
한일시멘트,300720,16030,-320,-1.96,44828,722000000,4.55,1178929000000
롯데정밀화학,004000,45200,-200,-0.44,50494,2290000000,23.64,1166160000000
제이에스링크,127120,31400,1100,3.63,167577,5232517000,3.37,1163827000000
교보증권,030610,10090,-210,-2.04,20976,211000000,1.04,1149886000000
DL,000210,54600,1100,2.06,90828,4993000000,21.38,1144191000000
롯데리츠,330590,3955,5,0.13,114184,451000000,7.4,1142871000000
HK이노엔,195940,39000,-450,-1.14,94807,3700091000,11.79,1104865000000
오름테라퓨틱,475830,50600,100,0.2,37479,1863759000,7.17,1099011000000
한국카본,017960,20900,-250,-1.18,113521,2373000000,13.12,1080038000000
하이트진로,000080,15080,-40,-0.26,50305,756000000,7.7,1057614000000
스피어,347700,20300,300,1.5,563669,11405767000,8.91,1046492000000
하나머티리얼즈,166090,52900,400,0.76,83288,4297457000,24.17,1046238000000
본시스템즈,496320,1023000,0,0,0,0,0,1039340000000
카카오게임즈,293490,9600,-280,-2.83,216030,2067483000,4.08,1024754000000
태광산업,003240,908000,1000,0.11,439,398000000,3.49,1010967000000
SFA,056190,28050,-750,-2.6,204257,5694434000,13.19,1007240000000
대원전선,006340,12760,40,0.31,1313355,16989000000,2.94,1000567000000
샘씨엔에스,252990,16640,330,2.02,680827,11191225000,8.62,1002025000000
한화투자증권,003530,4580,-165,-3.48,1361506,6256000000,6.42,982628000000
와이씨,232140,11790,110,0.94,862961,10068962000,5.64,967314000000
SK디스커버리,006120,55500,-1400,-2.46,16052,893000000,13.72,966463000000
해성디에스,195870,56500,8300,17.22,569940,31085000000,21.92,960500000000
쿠쿠홀딩스,192400,26850,-150,-0.56,6789,182000000,10.8,954844000000
한화리츠,451800,5260,-30,-0.57,48432,252000000,0.85,944696000000
한화손해보험,000370,8090,-230,-2.76,353749,2876000000,14.16,944417000000
동국제약,086450,20750,450,2.22,346112,7163819000,10.62,938531000000
SK케미칼,285130,53900,-300,-0.55,30447,1646000000,10.16,932403000000
롯데관광개발,032350,11690,10,0.09,174619,2039000000,20.3,931990000000
NICE평가정보,030190,15960,-130,-0.81,66697,1074000000,32.64,929969000000
한샘,009240,39250,250,0.64,19287,755000000,12.74,923706000000
STX엔진,077970,22900,-250,-1.08,74410,1699000000,3.98,919390000000
대웅,003090,15800,-260,-1.62,61679,974000000,5.02,918643000000
LG화학우,051915,119100,-1500,-1.24,26001,3101000000,46.2,915736000000
파라다이스,034230,9820,-60,-0.61,198770,1946000000,7.57,909620000000
종근당,185750,65600,-300,-0.46,10079,658000000,15.51,905462000000
SNT다이내믹스,003570,27200,-400,-1.45,26810,728000000,13.53,904473000000
티엘비,356860,37850,600,1.61,362257,13564927000,6.01,897092000000
CJ CGV,079160,5400,-190,-3.4,386738,2087000000,5.62,894147000000
유안타증권,003470,4600,-140,-2.95,302236,1394000000,68.68,886328000000
씨어스,458870,23100,-400,-1.7,43727,1007191000,4.61,885777000000
디아이,003160,31200,1500,5.05,333330,10263000000,14.88,882960000000
롯데칠성,005300,94900,-1400,-1.45,14184,1349000000,16.12,880566000000
삼아알미늄,006110,58000,-1000,-1.69,71648,4212000000,38.53,877160000000
영풍,000670,47200,-3300,-6.53,153096,7247000000,15.68,868984000000
미래에셋벤처투자,100790,16330,310,1.94,242709,3957792000,4.39,867459000000
한국금융지주우,071055,147300,-800,-0.54,11188,1638000000,21.04,862920000000
에스앤에스텍,101490,40400,800,2.02,85173,3394726000,13.94,861929000000
경동나비엔,009450,58700,-900,-1.51,45230,2650000000,8.84,855176000000
LS머트리얼즈,417200,12600,400,3.28,4183318,53886673000,9.46,852423000000
지역난방공사,071320,73500,-1100,-1.47,9055,668000000,3.03,851037000000
CJ ENM,035760,38800,800,2.11,96416,3732406000,11.04,850851000000
신성델타테크,065350,30950,-250,-0.8,52988,1640064000,3.57,850628000000
GST,083450,46150,350,0.76,71404,3264975000,22.81,850544000000
성광벤드,014620,31900,-1700,-5.06,204841,6605292000,33.5,847179000000
솔브레인홀딩스,036830,41150,-500,-1.2,16515,677839000,6.16,843738000000
세방전지,004490,60400,-400,-0.66,30648,1865000000,23.47,837144000000
와이지엔터테인먼트,122870,44500,-100,-0.22,124452,5563705000,10.03,831751000000
큐리언트,115180,21900,50,0.23,38569,838769000,3.06,821997000000
쎄트렉아이,099320,74100,1900,2.63,33546,2458329000,11.27,811489000000
큐리옥스바이오시스템즈,445680,47050,-2050,-4.18,105979,5090876000,6.92,809800000000
유일로보틱스,388720,68200,-1300,-1.87,14981,1018705000,15.61,803487000000
RF머트리얼즈,327260,44150,-1100,-2.43,754773,34269554000,9.79,794207000000
에스에이엠티,031330,7920,110,1.41,160557,1260359000,7.51,791960000000
GS피앤엘,499790,39750,-300,-0.75,10685,425000000,10.6,788275000000
빙그레,005180,85000,-2100,-2.41,34507,2948000000,22.89,787867000000
인바디,041830,58400,100,0.17,27753,1594845000,33.25,787283000000
SNT에너지,100840,38050,1450,3.96,254470,9713000000,1.13,786903000000
지엔씨에너지,119850,47400,-1050,-2.17,368621,17651992000,7.85,779678000000
SGC에너지,005090,53500,-1800,-3.25,160446,8645000000,5.05,770899000000
덕산네오룩스,213420,31000,250,0.81,72343,2220509000,12.25,769766000000
ESR켄달스퀘어리츠,365550,3120,-35,-1.11,190690,599000000,39.08,767797000000
인제니아테라퓨틱스(Reg.S),950260,15500,350,2.31,428926,6574361000,0.59,766391000000
케이엠더블유,032500,18060,1990,12.38,809790,14386992000,5.94,761982000000
