종목명,종목코드,현재가,전일대비,등락률(%),거래량,거래대금,외국인보유율(%),시가총액
넥슨게임즈,225570,11510,-120,-1.03,128391,1477962000,3,758050000000
다우데이타,032190,19760,-440,-2.18,34357,682740000,13.98,756808000000
HS효성첨단소재,298050,168400,400,0.24,4006,674000000,7.96,754423000000
보령,003850,8790,200,2.33,200088,1771000000,5.8,754069000000
펌텍코리아,251970,60600,2900,5.03,155120,9291161000,14.36,751440000000
로보스타,090360,77100,-2100,-2.65,60059,4631044000,5.34,751725000000
SK오션플랜트,100090,11980,-170,-1.4,393037,4723000000,4.34,748487000000
서부T&D,006730,11620,410,3.66,538294,6233603000,16.12,746897000000
SNT홀딩스,036530,45700,-1000,-2.14,6291,289000000,12.27,745087000000
태웅,044490,37150,-1200,-3.13,118385,4464131000,3.21,743274000000
필옵틱스,161580,31700,700,2.26,170887,5361624000,1.38,743119000000
하이젠알앤엠,160190,24000,-1000,-4,413633,9748074000,1.16,741312000000
에스디바이오센서,137310,6120,-70,-1.13,61028,374000000,6.15,738984000000
제룡전기,033100,46000,300,0.66,36521,1679572000,6.05,738870000000
삼표시멘트,038500,6840,50,0.74,144481,979978000,5.12,738147000000
맵스리얼티,094800,7930,240,3.12,263962,2067000000,3.2,736176000000
코미팜,041960,9820,0,0,184058,1797196000,4.46,732750000000
이노션,214320,18250,-130,-0.71,53934,982000000,19.76,730000000000
휴림로봇,090710,6090,-50,-0.81,635733,3868462000,7.67,728114000000
차바이오텍,085660,7820,-130,-1.64,128341,1002962000,7.56,727047000000
알지노믹스,476830,25900,-800,-3,193652,4994937000,9.64,726635000000
안랩,053800,64600,1000,1.57,73355,4689091000,26.51,718772000000
원익QnC,074600,26900,600,2.28,143379,3816151000,12.61,707147000000
클로봇,466100,22800,-250,-1.08,188432,4294202000,6.32,705745000000
선익시스템,171090,69500,2600,3.89,48044,3310330000,2.08,703870000000
인텔리안테크,189300,65400,1800,2.83,56517,3657917000,22.28,702232000000
레이크머티리얼즈,281740,10610,-270,-2.48,145668,1549490000,9.64,697401000000
파미셀,005690,11570,710,6.54,1116322,12650000000,8.4,694246000000
리브스메드,491000,27500,-3050,-9.98,478943,13497516000,3.18,694519000000
티에프이,425420,56200,2700,5.05,58500,3215816000,3.55,693911000000
SNT모티브,064960,26100,0,0,35300,916000000,12.51,692701000000
씨엠티엑스,388210,71700,1800,2.58,30399,2149682000,7.61,692223000000
피엔티,137400,28900,-650,-2.2,93490,2700730000,4.02,684662000000
미원에스씨,268280,135400,-3400,-2.45,954,127000000,0.54,677000000000
케이아이엔엑스,093320,138500,-2200,-1.56,7535,1035228000,43.79,675880000000
TKG휴켐스,069260,16380,30,0.18,32967,538000000,8.07,669591000000
아이티센글로벌,124500,28700,-1800,-5.9,335333,9513040000,2.11,665969000000
한국쉘석유,002960,509000,0,0,436,220000000,58.64,661700000000
태광,023160,25550,-1750,-6.41,249377,6442277000,17.71,660908000000
온코닉테라퓨틱스,476060,14540,-160,-1.09,91164,1327864000,0.07,660229000000
대한유화,006650,101500,1400,1.4,57950,6000000000,10.76,659750000000
대한해운,005880,2040,10,0.49,737519,1503000000,12.29,658404000000
미코,059090,19700,-20,-0.1,166929,3268656000,22.5,658310000000
신한알파리츠,293940,5420,70,1.31,73825,400000000,11.21,655495000000
에이치브이엠,295310,53200,800,1.53,109100,5820387000,4.74,654977000000
현대바이오,048410,6800,380,5.92,1589243,10702631000,6.06,656237000000
OCI,456040,73000,-1400,-1.88,21075,1544000000,10.31,653532000000
인텍플러스,064290,50200,4350,9.49,481044,23516517000,1.55,650470000000
피노,033790,7760,190,2.51,1289726,9981391000,38.98,646577000000
스튜디오드래곤,253450,21550,-400,-1.82,22190,479235000,9.09,647760000000
E1,017940,93800,-2200,-2.29,10582,1001000000,7.6,643468000000
LF,093050,22000,-300,-1.35,23349,523000000,13.14,643280000000
롯데손해보험,000400,2050,5,0.24,150420,306000000,0.79,636189000000
JW중외제약,001060,27300,200,0.74,37330,1019000000,7.53,635705000000
동아쏘시오홀딩스,000640,94100,-300,-0.32,10766,1004000000,17.09,633530000000
현대그린푸드,453340,19510,110,0.57,53299,1026000000,15.72,633520000000
금양,001570,9900,0,0,0,0,4.18,633275000000
비에이치,090460,18720,-940,-4.78,735015,13891000000,10.02,631079000000
대상,001680,18100,-200,-1.09,40577,736000000,16.48,627129000000
명인제약,317450,42600,-800,-1.84,9756,415000000,0.86,621960000000
예스티,122640,28500,150,0.53,167218,4742767000,4.37,617062000000
나노신소재,121600,50300,-500,-0.98,47979,2417746000,7.18,616788000000
LX홀딩스,383800,8100,90,1.12,52750,424000000,12.9,617873000000
루닛,328130,8250,-280,-3.28,225017,1858761000,10.05,614279000000
동원시스템즈,014820,21150,0,0,41740,889000000,13.79,613165000000
한화3우B,00088K,41300,300,0.73,10675,445000000,30.66,606144000000
미원상사,002840,134400,1400,1.05,2568,343000000,2.92,604800000000
광전자,017900,10390,-270,-2.53,11836573,124924000000,19.22,602035000000
솔루엠,248070,12600,-20,-0.16,56266,705000000,18.9,602484000000
이엔에프테크놀로지,102710,41300,1150,2.86,43506,1776173000,23.06,590087000000
SFA넥셀,222080,7490,-80,-1.06,297227,2223808000,11.29,582573000000
서울반도체,046890,9940,370,3.87,158384,1564967000,15.07,579555000000
LX세미콘,108320,35600,550,1.57,38505,1365000000,31.45,579009000000
지아이이노베이션,358570,8970,-180,-1.97,303593,2692964000,9.31,578708000000
한국단자,025540,56600,400,0.71,17443,980000000,27.93,572509000000
전진건설로봇,079900,39000,-750,-1.89,20479,801000000,0.14,569109000000
세진중공업,075580,10000,-110,-1.09,53159,532000000,2.38,568494000000
에프에스티,036810,26050,-300,-1.14,41069,1063647000,7.55,563977000000
KG스틸,016380,5630,50,0.9,108650,604000000,6.01,563050000000
세아홀딩스,058650,132700,800,0.61,522,69000000,1.36,562944000000
GKL,114090,9090,-100,-1.09,124953,1131000000,11.91,562268000000
한화머시너리앤서비스홀딩스,0220W0,6650,-420,-5.94,1560718,10580000000,15.55,562028000000
네패스,033640,24300,400,1.67,307174,7465525000,11.71,560338000000
동운아나텍,094170,26750,-300,-1.11,37043,990430000,2.8,559340000000
프로텍,053610,62100,1000,1.64,7061,432327000,6.78,558900000000
자화전자,033240,25800,-100,-0.39,59428,1534000000,12.29,557421000000
솔루스첨단소재,336370,7910,-330,-4,189244,1510000000,2.61,555379000000
쏠리드,050890,9140,390,4.46,5273700,48332650000,16.63,555314000000
DI동일,001530,26700,-350,-1.29,9273,247000000,4.73,553107000000
지투지바이오,456160,33000,-1500,-4.35,185548,6169818000,6.05,548771000000
넥센타이어,002350,5610,-70,-1.23,81191,457000000,10.68,547916000000
CJ4우(전환),00104K,129600,-100,-0.08,3653,467000000,3.83,547755000000
한일홀딩스,003300,17730,-40,-0.23,17551,312000000,3.93,546641000000
SK증권,001510,2345,-5,-0.21,1289407,3001000000,2.02,542386000000
PI첨단소재,178920,18270,-270,-1.46,21521,393000000,14.57,536522000000
비나텍,126340,74300,9100,13.96,488456,36020642000,11.4,533504000000
풍산홀딩스,005810,37000,50,0.14,6316,235000000,11.96,533439000000
쿠쿠홈시스,284740,23700,250,1.07,19996,468000000,9.54,531764000000
KG모빌리티,003620,2620,0,0,314901,822000000,17.74,530222000000
부국증권,001270,51000,-500,-0.97,2719,137000000,1.21,528864000000
F&F홀딩스,007700,13490,-300,-2.18,19200,260000000,0.36,527652000000
코나아이,052400,36050,-1750,-4.63,63645,2301579000,3.43,525006000000
포스코엠텍,009520,12570,-190,-1.49,66665,838080000,6.87,523448000000
네오셈,253590,11890,470,4.12,497758,5837493000,0,521604000000
NHN KCP,060250,12870,-1220,-8.66,761536,9861026000,10.11,516867000000
HLB이노베이션,024850,16200,320,2.02,94809,1497066000,0,514407000000
위메이드,112040,15100,-800,-5.03,196166,3001928000,6.63,512622000000
인카금융서비스,211050,10360,-330,-3.09,38517,402911000,2.51,510371000000
한양이엔지,045100,29050,500,1.75,22776,654211000,19.6,508375000000
엠앤씨솔루션,484870,18460,350,1.93,169089,3124000000,7.23,506942000000
금호건설,002990,13590,290,2.18,1501310,20264000000,0,506363000000
한화갤러리아,452260,2595,140,5.7,2181856,5598000000,1.14,503065000000
가비아,079940,37300,-2000,-5.09,26656,1003495000,34.23,500591000000
태영건설,009410,1681,13,0.78,201509,339000000,0.52,500248000000
메디톡스,086900,68500,-200,-0.29,11739,796158000,14.18,499947000000
에스티큐브,052020,7350,-40,-0.54,91390,671199000,5.52,499677000000
하나투어,039130,32150,-600,-1.83,18397,591000000,11.47,498001000000
세미파이브,490470,14600,210,1.46,155331,2252654000,4.73,496771000000
대신증권우,003545,20350,100,0.49,37515,760000000,12.92,496200000000
월덱스,101160,30050,100,0.33,35597,1071037000,20.45,496155000000
빛과전자,069540,4390,270,6.55,71977790,328599963000,0.74,494717000000
동국제강,460860,9970,-370,-3.58,143813,1444000000,26.62,494591000000
아난티,025980,5080,-90,-1.74,690982,3538074000,4.99,494289000000
와이지-원,019210,13190,560,4.43,424312,5565105000,21.47,490585000000
삼양사,145990,47450,-50,-0.11,6569,311000000,5.24,489373000000
삼지전자,037460,29950,0,0,38617,1161816000,5.56,488739000000
현대차증권,001500,7890,-90,-1.13,47560,375000000,3.1,487862000000
동성화인텍,033500,16250,-10,-0.06,38271,622815000,15.8,487329000000
삼성FN리츠,448730,5320,20,0.38,88683,466000000,0.49,484386000000
삼천리,004690,133700,900,0.68,2953,389000000,11.93,484900000000
엑스게이트,356680,16980,-570,-3.25,9240311,164336058000,0.45,484668000000
애경케미칼,161000,9920,-370,-3.6,169140,1692000000,0.23,482595000000
에이프릴바이오,397030,17510,330,1.92,107440,1864568000,9.75,482554000000
로킷헬스케어,376900,27750,-2150,-7.19,130399,3668606000,5.78,483107000000
신풍제약,019170,9190,-780,-7.82,440265,4090000000,4.13,481726000000
서희건설,035890,2315,-10,-0.43,126043,289221000,3.92,480567000000
덕산하이메탈,077360,10570,390,3.83,522602,5453242000,5.62,480269000000
바이오노트,377740,4710,-20,-0.42,31659,148000000,0.55,479883000000
성우하이텍,015750,5960,-30,-0.5,93008,554326000,6.43,476800000000
한솔테크닉스,004710,8970,0,0,341304,3067000000,5.52,476484000000
에코프로에이치엔,383310,22700,-300,-1.3,42042,958139000,8.07,476130000000
가온칩스,399720,39850,350,0.89,32714,1298626000,1.07,472574000000
드림텍,192650,7160,370,5.45,1862840,13092000000,58.89,471749000000
아이센스,099190,15950,-310,-1.91,26279,420286000,24.46,471699000000
젬백스,082270,10320,-50,-0.48,78262,802500000,6.91,469359000000
삼양홀딩스,000070,60400,600,1,5414,325000000,8.04,468896000000
한국기업평가,034950,103000,-500,-0.48,788,81347000,80.84,467672000000
현대힘스,460930,13110,-40,-0.3,80346,1049387000,1.15,465544000000
타이거일렉,219130,73600,8600,13.23,148482,10564648000,5.79,464731000000
아모레퍼시픽우,090435,44000,-1800,-3.93,20503,930000000,48.51,464544000000
오킨스전자,080580,21900,350,1.62,583037,12613359000,7.8,461891000000
코세스,089890,27800,2400,9.45,258041,7119463000,2.23,461061000000
아이에스동서,010780,15440,-70,-0.45,33948,523000000,7.15,458948000000
천보,278280,37350,-150,-0.4,30154,1118755000,4.24,457650000000
일동제약,249420,14420,-480,-3.22,158122,2295000000,4.93,456223000000
NICE,034310,12390,140,1.14,13192,160000000,8.9,455421000000
고려제강,002240,16860,-20,-0.12,12080,202000000,6.75,455220000000
성일하이텍,365340,35200,-500,-1.4,11538,407340000,3,454823000000
원텍,336570,5010,20,0.4,341247,1708601000,3.29,447296000000
대덕,008060,14260,260,1.86,84592,1209000000,15.33,446154000000
녹십자홀딩스,005250,9460,-190,-1.97,49763,471000000,8.17,444886000000
엔켐,348370,20100,-400,-1.95,87121,1757166000,4.03,440410000000
세아제강지주,003030,106500,1900,1.82,11051,1158000000,8.61,441086000000
유진로봇,056080,11500,-610,-5.04,343439,4001117000,19.98,439708000000
아세아,002030,212500,0,0,1030,219000000,5.26,437506000000
조광피혁,004700,65700,-500,-0.76,120,7000000,0.61,436848000000
케이씨,029460,39600,850,2.19,20590,803000000,14.13,436413000000
흥아해운,003280,1811,9,0.5,4065916,7407000000,1.91,435409000000
DB증권,016610,10220,-30,-0.29,78355,801000000,9.16,433802000000
티앤엘,340570,27000,-200,-0.74,16609,449403000,13.23,433893000000
아이쓰리시스템,214430,59100,300,0.51,7412,437883000,4.35,431856000000
페니트리움바이오,187660,6740,-1060,-13.59,1995319,14706555000,0.66,431132000000
NH투자증권우,005945,22750,-50,-0.22,31953,724000000,6.48,429314000000
아주IB투자,027360,3495,165,4.95,2050985,7094663000,8.06,423403000000
SOOP,067160,36800,-250,-0.67,23979,880805000,28.18,423007000000
뉴로메카,348340,17850,-10,-0.06,145098,2587685000,4.7,417840000000
농심홀딩스,072710,90200,-1100,-1.2,1765,159000000,4.23,418328000000
마이크로컨텍솔,098120,50900,-100,-0.2,127525,6383176000,17.1,423119000000
엑시콘,092870,32000,1500,4.92,178152,5629841000,4.79,417625000000
위메이드맥스,101730,4960,-40,-0.8,756692,3749299000,9.14,415664000000
글로벌텍스프리,204620,5890,180,3.15,893213,5281047000,20.32,413968000000
우리기술투자,041190,5180,-430,-7.66,2219775,11544925000,0,413364000000
한전산업,130660,12670,-330,-2.54,202514,2571000000,2.24,413042000000
유니드,014830,61000,-500,-0.81,8212,502000000,12.1,412823000000
유진투자증권,001200,4255,-45,-1.05,243701,1033000000,11.7,412166000000
명신산업,009900,7850,-80,-1.01,80286,631000000,5.72,411890000000
쏘카,403550,10840,150,1.4,22336,240000000,0.3,411268000000
컴투스,078340,33850,-400,-1.17,64540,2175495000,13.17,409290000000
디어유,376300,17240,-760,-4.22,58334,1018201000,3.39,409250000000
파이버프로,368770,12450,560,4.71,222451,2787724000,3.01,409035000000
원익머트리얼즈,104830,32300,1650,5.38,54253,1723491000,16.86,407238000000
한컴,030520,16870,-730,-4.15,139487,2368936000,5.09,407912000000
앱클론,174900,20400,-300,-1.45,45803,926125000,7.56,407023000000
신대양제지,016590,10100,40,0.4,2050,20000000,1.92,407007000000
이녹스첨단소재,272290,20400,200,0.99,40442,820928000,10,406725000000
세아제강,306200,143400,-3500,-2.38,14176,2052000000,4.57,406725000000
브이티,018290,11640,140,1.22,110323,1285566000,6.24,406722000000
KPX홀딩스,092230,96200,-1800,-1.84,1534,148000000,28.48,406410000000
일진하이솔루스,271940,11150,130,1.18,19068,212000000,3.3,404892000000
서울바이오시스,092190,8780,780,9.75,253774,2130215000,2.6,402724000000
코스모화학,005420,10460,-100,-0.95,71465,751000000,4.78,401750000000
하이록코리아,013030,34100,450,1.34,34895,1186309000,29.14,401293000000
뉴파워프라즈마,144960,9170,350,3.97,539551,4908838000,7.02,400661000000
코람코라이프인프라리츠,357120,4120,20,0.49,41276,168000000,1.54,401021000000
한라캐스트,125490,10950,-370,-3.27,1048155,11631197000,1.95,399700000000
자이에스앤디,317400,10270,-870,-7.81,846788,8853000000,5.92,398296000000
삼영무역,002810,21550,200,0.94,36117,774000000,20.37,397962000000
INVENI,015360,14510,-250,-1.69,25194,366000000,4.98,395397000000
현대차3우B,005389,169500,-2700,-1.57,11304,1918000000,8.93,394503000000
국일제지,078130,3490,100,2.95,69655,237974000,0,393464000000
스카이랩스,386380,20950,150,0.72,3421591,73420332000,0.44,393063000000
한중엔시에스,107640,43200,1300,3.1,204812,8859623000,1.05,391605000000
KCC글라스,344820,24450,-100,-0.41,4652,113000000,4.94,390479000000
네오위즈,095660,17960,-300,-1.64,24538,440839000,21.41,388590000000
PS일렉트로닉스,332570,8450,50,0.6,6130238,54153275000,0.13,388198000000
메카로,241770,38000,-750,-1.94,12105,459723000,3.26,387320000000
부광약품,003000,3915,70,1.82,180222,699000000,7.14,386272000000
제주은행,006220,10080,170,1.72,260844,2611000000,0.79,381009000000
파인엠텍,441270,8920,-310,-3.36,748041,6668596000,2.92,376467000000
마키나락스,477850,21150,-150,-0.7,333491,6982217000,0,375512000000
신도리코,029530,38550,-750,-1.91,3580,138000000,11.24,374541000000
카페24,042000,15460,-300,-1.9,32765,506424000,18.68,373794000000
아세아시멘트,183190,10380,0,0,23130,238000000,4.44,373454000000
제이에스코퍼레이션,194370,12800,-370,-2.81,43210,553000000,3.27,371414000000
율촌화학,008730,14960,-240,-1.58,23809,357000000,5.63,371008000000
KISCO홀딩스,001940,26150,-300,-1.13,3653,95000000,7.83,370712000000
제주항공,089590,4590,-110,-2.34,161358,741000000,2.91,370142000000
토모큐브,475960,27400,550,2.05,31617,842560000,1.8,369247000000
현대퓨처넷,126560,3365,5,0.15,46208,154000000,0.73,367461000000
켐트로닉스,089010,21850,0,0,38740,840453000,7.42,366425000000
신세계인터내셔날,031430,10440,-60,-0.57,58137,608000000,6.82,365253000000
코스모로보틱스,439960,11130,-180,-1.59,324184,3617150000,0,361175000000
BGF,027410,3775,30,0.8,39478,147000000,5.47,361330000000
노타,486990,16850,50,0.3,44743,747692000,0.54,360462000000
나이스정보통신,036800,7900,-50,-0.63,61231,477337000,28.52,359450000000
프레스티지바이오파마,950210,5980,20,0.34,36762,215000000,63.53,359375000000
에이스침대,003800,32400,0,0,548,17714000,1.81,359316000000
프로티나,468530,32350,3700,12.91,164622,5153605000,2.89,359251000000
메가스터디교육,215200,34650,-100,-0.29,23737,820209000,26.22,359154000000
넥스틸,092790,13800,-220,-1.57,319384,4489000000,1.37,358827000000
유니슨,018000,1226,7,0.57,1354235,1675401000,1.56,357884000000
한세실업,105630,8930,-60,-0.67,14428,129000000,5.79,357200000000
슈프리마,236200,51100,200,0.39,28262,1433343000,29.62,356387000000
보성파워텍,006910,7190,-50,-0.69,422854,3031608000,3.86,353243000000
국도화학,007690,38100,-150,-0.39,12008,457000000,19.85,352837000000
LS증권,078020,6350,-180,-2.76,61346,391721000,2.48,352305000000
HL홀딩스,060980,39300,-450,-1.13,7731,303000000,12.65,351984000000
삼성SDI우,006405,217500,0,0,2979,647000000,16.78,351892000000
현대코퍼레이션,011760,26600,-200,-0.75,14841,397000000,10.46,351890000000
동화기업,025900,6950,-110,-1.56,25266,176097000,50.59,351373000000
네오팜,092730,21900,250,1.15,29487,644554000,27.34,351012000000
시노펙스,025320,3795,-15,-0.39,218459,830087000,0.46,349977000000
한섬,020000,16200,230,1.44,121052,1959000000,24.08,347927000000
삼립,005610,40300,-900,-2.18,893,35000000,2.01,347749000000
동아에스티,170900,35700,-300,-0.83,3977,140000000,19.24,347285000000
삼양바이오팜,0120G0,46550,-1500,-3.12,27552,1285000000,3.27,346139000000
한솔아이원스,114810,12310,230,1.9,113236,1377444000,4.89,346442000000
웹젠,069080,11150,-120,-1.06,31381,348119000,29.57,345277000000
한국철강,104700,9450,-60,-0.63,12509,117000000,5.44,344452000000
엘티씨,170920,32300,-200,-0.62,237084,7565403000,3.84,341221000000
메디포스트,078160,8670,-30,-0.34,30551,261586000,2.32,339903000000
디케이티,290550,16940,-250,-1.45,330216,5715598000,7.45,338820000000
감성코퍼레이션,036620,3750,0,0,186130,693998000,14.97,336986000000
한국화장품제조,003350,14820,10,0.07,2335668,35533000000,1.82,335821000000
다날,064260,4445,-505,-10.2,2457772,11020117000,3.12,336244000000
삼성물산우B,02826K,229000,4000,1.78,1596,357000000,24.49,336078000000
일진홀딩스,015860,6790,20,0.3,81525,551000000,8.7,335069000000
엠케이전자,033160,13640,940,7.4,795189,10701906000,12.92,335053000000
풀무원,017810,8780,-140,-1.57,24202,212000000,1.01,334698000000
키다리스튜디오,020120,8980,20,0.22,161668,1466000000,6.49,332832000000
더블유씨피,393890,9810,-100,-1.01,100169,985420000,1.72,332001000000
골프존홀딩스,121440,7750,-100,-1.27,7802,60818000,6.83,331985000000
아세아제지,002310,8400,-110,-1.29,47109,394000000,4.86,331375000000
저스템,417840,14500,80,0.55,448157,6491509000,4.66,331606000000
엠씨넥스,097520,19010,290,1.55,32470,614000000,12.41,330802000000
신성이엔지,011930,16160,160,1,115436,1865000000,0,328147000000
동국홀딩스,001230,2110,5,0.24,1380131,2964000000,13.37,328121000000
큐로셀,372320,22050,0,0,15608,334844000,1.62,335758000000
DB,012030,1622,11,0.68,160832,255000000,5.14,326304000000
스틱인베스트먼트,026890,8400,60,0.72,17113,140000000,48.54,325675000000
인벤티지랩,389470,24400,-850,-3.37,82765,2002335000,11.71,324708000000
덴티움,145720,37550,250,0.67,11735,438000000,13.26,323827000000
콜마홀딩스,024720,9430,0,0,14759,139000000,23.01,323413000000
큐렉소,060280,7800,-170,-2.13,101837,794560000,5.3,321826000000
넥스틴,348210,30700,100,0.33,60948,1830582000,16.32,321644000000
이뮨온시아,424870,3520,5,0.14,5789121,22000471000,3.11,321735000000
현대약품,004310,10020,-100,-0.99,11972324,124022000000,0.67,320640000000
에이플러스에셋,244920,14150,520,3.82,10682,145000000,12.19,319898000000
사피엔반도체,452430,38700,2000,5.45,43851,1676640000,3.7,319484000000
두산2우B,000157,357500,7000,2,159,56000000,4.67,319261000000
티엠씨,217590,13240,280,2.16,5301855,71081000000,2.93,319007000000
JW홀딩스,096760,4280,0,0,83996,359000000,3.34,316398000000
에이디테크놀로지,200710,23500,350,1.51,39088,912790000,2.22,316357000000
HLB생명과학,067630,2600,5,0.19,76144,196832000,5.69,316984000000
우리로,046970,7230,120,1.69,8308112,61519098000,0.58,316854000000
코오롱,002020,24500,100,0.41,16397,399000000,13.76,316238000000
광동제약,009290,6350,-20,-0.31,54555,344000000,16.2,316228000000
오이솔루션,138080,25500,1850,7.82,989231,24898997000,3.29,315632000000
한국피아이엠,448900,51800,-2100,-3.9,63002,3299236000,2.37,314656000000
매커스,093520,26400,-450,-1.68,7123,191299000,32.77,314208000000
인피니트헬스케어,071200,12830,-120,-0.93,174975,2282247000,13.3,313006000000
제우스,079370,10080,0,0,102615,1023325000,7.32,312651000000
케이카,381970,6390,-90,-1.39,38167,244000000,7.81,311965000000
퍼시스,016800,27000,-100,-0.37,11,0,20.09,310500000000
엔젤로보틱스,455900,20150,-450,-2.18,27700,558255000,1.98,310168000000
남해화학,025860,6220,150,2.47,246257,1525000000,2.1,309002000000
수산인더스트리,126720,21600,0,0,12346,265000000,2.96,308577000000
유바이오로직스,206650,8390,-10,-0.12,69655,579951000,6.18,308351000000
비츠로넥스텍,488900,10590,180,1.73,99671,1052419000,0.27,306860000000
한국정보통신,025770,8160,-120,-1.45,18447,148625000,63.34,305545000000
신라젠,215600,2205,-75,-3.29,706460,1553350000,2.63,305510000000
SIMPAC,009160,4665,20,0.43,24374,112000000,1.22,304955000000
진에어,272450,5840,-120,-2.01,68951,400000000,1.34,304848000000
상신이디피,091580,22850,850,3.86,505022,11534068000,3.37,304549000000
한국자산신탁,123890,2475,-15,-0.6,109532,269000000,5.69,302875000000
LX하우시스,108670,33650,0,0,9929,330000000,14.91,301762000000
이엠티,232530,11780,80,0.68,958,10790000,16.45,301736000000
GRT,900290,3610,-35,-0.96,220720,786380000,67.65,301473000000
디아이티,110990,15870,400,2.59,25797,399858000,6.5,299943000000
TCC스틸,002710,11420,-390,-3.3,113499,1301000000,3.73,299360000000
아모텍,052710,15980,70,0.44,889830,14168938000,7.08,298519000000
퍼스텍,010820,6100,90,1.5,294919,1803000000,11.78,297508000000
한국토지신탁,034830,1178,-6,-0.51,136827,160000000,4.23,297432000000
애경산업,018250,11260,-120,-1.05,17238,193000000,1.59,297375000000
서연이화,200880,10980,-50,-0.45,16728,183000000,7.07,296772000000
툴젠,199800,33000,1700,5.43,46939,1480447000,1.98,296921000000
씨앤씨인터내셔널,352480,21700,0,0,13265,291513000,0.51,295768000000
이지홀딩스,035810,4570,0,0,169055,783040000,6.39,294838000000
에스티아이,039440,19010,200,1.06,36510,683095000,3.17,294788000000
한국알콜,017890,14220,240,1.72,17558,246795000,24.28,293977000000
넥센,005720,5590,-50,-0.89,15651,87000000,2.55,293720000000
일성아이에스,003120,22050,-50,-0.23,6715,147000000,0.36,293265000000
펨트론,168360,13050,370,2.92,71188,914150000,2.89,292222000000
KG케미칼,001390,4395,20,0.46,86053,375000000,11.87,291843000000
대원강업,000430,4695,-150,-3.1,121618,582000000,2.8,291090000000
대상홀딩스,084690,8030,10,0.12,20045,159000000,3.87,290786000000
이수화학,005950,11020,-240,-2.13,258847,2848000000,6.4,289761000000
아스플로,159010,21650,0,0,74890,1616077000,4.87,288697000000
우진,105840,14280,-460,-3.12,545036,7736000000,6.27,288422000000
한양증권,001750,19090,-210,-1.09,7132,136000000,10.21,288440000000
스맥,099440,4215,-100,-2.32,214937,910174000,3.45,287645000000
S-Oil우,010955,71500,1800,2.58,42146,3034000000,17.64,287567000000
인탑스,049070,18240,-280,-1.51,37567,685765000,7.13,287139000000
유나이티드제약,033270,18040,70,0.39,13257,237000000,8.89,287030000000
네패스아크,330860,23500,600,2.62,74394,1736313000,9.23,286325000000
인화정공,101930,6250,-160,-2.5,7883,49630000,0.9,285591000000
에스엠벡셀,010580,2560,-230,-8.24,897847,2371000000,0.47,284804000000
대한제강,084010,8280,-230,-2.7,26759,221000000,3.26,284596000000
폰드그룹,472850,4940,-40,-0.8,48552,241345000,1.02,284403000000
포스코스틸리온,058430,4725,0,0,84787,398000000,3.4,283500000000
휴메딕스,200670,25100,100,0.4,13778,344412000,6.54,281871000000
송원산업,004430,11720,0,0,60400,706000000,15.56,281280000000
휴온스글로벌,084110,22150,-50,-0.23,24741,549092000,7.07,280414000000
하림,136480,2645,-20,-0.75,231157,608882000,5.11,280924000000
AP시스템,265520,18620,540,2.99,31598,578318000,15.58,280246000000
유니셈,036200,9120,80,0.88,94674,854866000,16.95,279657000000
LB세미콘,061970,3985,85,2.18,126142,496758000,26.59,279280000000
TYM,002900,6730,-20,-0.3,115358,768000000,19.94,278622000000
티로보틱스,117730,12330,-370,-2.91,41286,512113000,1.78,278140000000
제이브이엠,054950,23000,-50,-0.22,9342,215657000,19.77,278067000000
삼양엔씨켐,482630,12690,520,4.27,94825,1186310000,2.98,277762000000
KG이니시스,035600,10000,-50,-0.5,38499,384738000,8.38,275544000000
한텍,098070,24700,550,2.28,97774,2431177000,4.56,274692000000
한라IMS,092460,16050,10,0.06,10236,165799000,0.86,274610000000
덕산테코피아,317330,13390,140,1.06,117897,1567192000,1.32,274181000000
에스비비테크,389500,41100,-150,-0.36,75820,3056365000,3.46,273868000000
한양디지텍,078350,17900,650,3.77,187289,3313376000,6.69,272874000000
아이마켓코리아,122900,8160,10,0.12,61977,506000000,3.89,272779000000
트리니티항공,091810,2665,-50,-1.84,46360,124000000,0.48,272112000000
롯데이노베이트,286940,17940,-150,-0.83,6235,111000000,1.7,271420000000
서울가스,017390,54800,-500,-0.9,3693,202000000,2.82,271260000000
삼양컴텍,484590,6580,-30,-0.45,80741,533018000,4.62,271164000000
일신방직,003200,11810,410,3.6,483198,5826000000,10.01,271157000000
드림시큐리티,203650,2665,-135,-4.82,2215845,5935279000,1.01,271042000000
에이팩트,200470,6180,30,0.49,196698,1210944000,2.93,270829000000
에코아이,448280,9080,-220,-2.37,6036,54965000,0.44,269050000000
아이씨티케이,456010,18530,70,0.38,662605,12232775000,1.16,268728000000
아이티켐,309710,21000,0,0,0,0,0,268443000000
진성티이씨,036890,12180,-10,-0.08,34678,420394000,14.9,268357000000
KG에코솔루션,151860,5610,-50,-0.88,629553,3499475000,2.72,267052000000
한스바이오메드,042520,18630,-270,-1.43,100305,1877026000,6.14,265689000000
엔케이젠바이오텍코리아,182400,3670,0,0,0,0,0,265496000000
광주신세계,037710,34700,-350,-1,15103,523000000,3.97,264662000000
파트론,091700,5280,-50,-0.94,113993,601303000,25.25,264000000000
화신,010690,7500,0,0,69188,516000000,1.13,261903000000
제테마,216080,7020,-170,-2.36,137346,967400000,2.66,261755000000
